,class,cap-shape,cap-surface,cap-color,bruises,odor,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
785,poisonous,5,2,4,bruises is there,6,0,3,2,2,7,7,0,2,1,4,2,4,1
786,edible,5,0,4,no bruises,5,0,3,2,2,7,7,0,2,1,4,2,4,5
787,edible,5,3,9,bruises is there,3,0,2,2,2,7,7,0,2,1,4,3,2,1
788,poisonous,5,3,4,bruises is there,6,0,3,2,2,7,7,0,2,1,4,3,3,1
789,edible,5,3,9,bruises is there,3,0,4,2,3,7,7,0,2,1,4,2,5,4
790,edible,0,3,9,bruises is there,3,0,2,2,2,7,7,0,2,1,4,3,3,1
791,edible,2,3,4,bruises is there,3,0,4,2,3,7,7,0,2,1,4,2,5,4
792,edible,5,3,8,bruises is there,0,0,2,2,2,7,7,0,2,1,4,2,2,1
793,edible,5,2,9,bruises is there,0,0,2,2,2,7,7,0,2,1,4,3,2,1
794,poisonous,5,3,4,bruises is there,6,0,3,2,2,7,7,0,2,1,4,3,4,1
795,poisonous,5,3,4,bruises is there,6,0,3,2,2,7,7,0,2,1,4,3,3,5
796,edible,0,3,9,bruises is there,3,0,2,2,2,7,7,0,2,1,4,2,2,1
797,edible,5,2,8,no bruises,5,1,3,0,2,7,7,0,2,1,0,2,3,1
798,poisonous,5,2,8,bruises is there,6,0,3,2,2,7,7,0,2,1,4,3,4,1
799,edible,5,3,4,bruises is there,3,0,4,2,3,7,7,0,2,1,4,3,3,4
800,edible,0,2,8,bruises is there,0,0,2,2,2,7,7,0,2,1,4,2,2,3
801,edible,5,3,9,bruises is there,0,0,2,2,2,7,7,0,2,1,4,3,2,1
802,poisonous,5,2,4,bruises is there,6,0,3,2,2,7,7,0,2,1,4,3,4,5
803,edible,0,3,9,bruises is there,3,0,2,2,2,7,7,0,2,1,4,2,2,1
804,edible,0,3,8,bruises is there,0,0,2,2,2,7,7,0,2,1,4,3,2,1
805,edible,2,3,9,bruises is there,3,0,4,2,3,7,7,0,2,1,4,2,3,1
806,edible,0,3,8,bruises is there,0,0,2,2,2,7,7,0,2,1,4,2,3,1
807,edible,5,3,9,bruises is there,0,0,4,2,3,7,7,0,2,1,4,2,5,1
808,edible,0,2,9,bruises is there,3,0,2,2,2,7,7,0,2,1,4,3,3,3
809,edible,5,2,9,bruises is there,3,1,1,2,2,7,7,0,2,1,4,3,4,0
810,edible,0,2,9,bruises is there,0,0,2,2,2,7,7,0,2,1,4,2,2,3
811,edible,0,2,9,bruises is there,0,0,2,2,2,7,7,0,2,1,4,2,2,3
812,poisonous,5,3,8,bruises is there,6,0,3,2,2,7,7,0,2,1,4,2,4,5
813,poisonous,5,3,8,bruises is there,6,0,3,2,2,7,7,0,2,1,4,3,4,1
814,poisonous,5,2,4,bruises is there,6,0,3,2,2,7,7,0,2,1,4,2,4,5
815,edible,5,2,8,bruises is there,0,0,2,2,2,7,7,0,2,1,4,2,3,3
816,edible,5,3,4,bruises is there,0,0,4,2,3,7,7,0,2,1,4,2,5,1
817,edible,5,3,9,bruises is there,0,0,4,2,3,7,7,0,2,1,4,2,5,1
818,edible,5,2,8,bruises is there,0,1,1,2,2,7,7,0,2,1,4,3,4,0
819,edible,0,3,8,bruises is there,3,0,2,2,2,7,7,0,2,1,4,3,2,1
820,edible,0,2,9,bruises is there,3,0,2,2,2,7,7,0,2,1,4,3,2,3
821,edible,5,0,3,no bruises,5,0,3,2,2,7,7,0,2,1,4,2,4,5
822,edible,0,2,9,bruises is there,0,0,2,2,2,7,7,0,2,1,4,2,3,3
823,edible,5,2,8,bruises is there,3,0,2,2,2,7,7,0,2,1,4,3,3,1
824,edible,5,3,4,bruises is there,0,0,4,2,3,7,7,0,2,1,4,2,3,4
825,edible,5,3,9,bruises is there,3,0,2,2,2,7,7,0,2,1,4,2,3,3
826,edible,2,0,8,bruises is there,3,1,1,2,2,7,7,0,2,1,4,3,4,0
827,edible,2,0,8,bruises is there,0,1,1,2,2,7,7,0,2,1,4,6,4,0
828,edible,5,2,8,bruises is there,3,0,2,2,2,7,7,0,2,1,4,3,3,3
829,edible,2,2,9,bruises is there,3,1,1,2,2,7,7,0,2,1,4,6,4,0
830,edible,4,0,3,no bruises,5,0,3,2,2,7,7,0,2,1,4,2,4,5
831,edible,2,0,9,bruises is there,0,1,1,2,2,7,7,0,2,1,4,3,4,0
832,edible,5,3,4,bruises is there,3,0,4,2,3,7,7,0,2,1,4,2,5,1
833,edible,5,3,9,bruises is there,3,0,4,2,3,7,7,0,2,1,4,3,3,1
834,edible,5,3,9,bruises is there,3,0,4,2,3,7,7,0,2,1,4,3,5,4
835,poisonous,5,2,4,bruises is there,6,0,3,2,2,7,7,0,2,1,4,3,4,1
836,edible,5,2,9,bruises is there,3,0,2,2,2,7,7,0,2,1,4,3,3,3
837,poisonous,5,3,8,bruises is there,6,0,3,2,2,7,7,0,2,1,4,3,3,5
838,edible,5,3,9,bruises is there,0,0,2,2,2,7,7,0,2,1,4,2,3,1
839,edible,5,3,8,bruises is there,0,0,2,2,2,7,7,0,2,1,4,2,3,1
840,edible,2,2,9,bruises is there,0,1,1,2,2,7,7,0,2,1,4,6,4,0
841,poisonous,5,3,4,bruises is there,6,0,3,2,2,7,7,0,2,1,4,3,4,1
842,edible,0,2,8,bruises is there,0,0,2,2,2,7,7,0,2,1,4,3,3,1
843,edible,4,0,3,no bruises,5,0,3,2,2,7,7,0,2,1,4,2,5,5
844,edible,5,2,9,bruises is there,0,0,2,2,2,7,7,0,2,1,4,2,2,1
845,edible,5,0,3,no bruises,5,1,3,2,0,7,7,0,2,1,0,3,3,1
846,edible,5,3,9,bruises is there,0,0,2,2,2,7,7,0,2,1,4,3,3,3
847,edible,0,3,8,bruises is there,3,0,2,2,2,7,7,0,2,1,4,3,3,1
848,edible,0,2,9,bruises is there,3,0,2,2,2,7,7,0,2,1,4,3,2,3
849,edible,5,2,8,bruises is there,3,1,1,2,2,7,7,0,2,1,4,6,4,0
850,edible,0,2,8,bruises is there,3,0,2,2,2,7,7,0,2,1,4,3,3,1
851,edible,2,3,4,bruises is there,0,0,4,2,3,7,7,0,2,1,4,2,3,1
852,edible,4,0,3,no bruises,5,0,3,2,2,7,7,0,2,1,4,3,5,5
853,edible,5,0,8,no bruises,5,1,3,0,2,7,7,0,2,1,0,3,0,1
854,edible,4,0,4,no bruises,5,0,3,2,2,7,7,0,2,1,4,2,4,5
855,edible,2,3,4,bruises is there,3,0,4,2,3,7,7,0,2,1,4,2,3,4
856,edible,2,2,9,bruises is there,3,1,1,2,2,7,7,0,2,1,4,6,4,0
857,edible,0,2,9,bruises is there,0,0,2,2,2,7,7,0,2,1,4,3,3,1
858,edible,0,2,9,bruises is there,0,0,2,2,2,7,7,0,2,1,4,2,2,3
859,poisonous,5,2,4,bruises is there,6,0,3,2,2,7,7,0,2,1,4,2,4,1
860,edible,2,3,4,bruises is there,3,0,4,2,3,7,7,0,2,1,4,3,5,4
861,edible,5,2,9,bruises is there,0,0,2,2,2,7,7,0,2,1,4,3,3,1
862,edible,2,3,9,bruises is there,0,0,4,2,3,7,7,0,2,1,4,3,3,1
863,edible,5,3,8,bruises is there,0,0,2,2,2,7,7,0,2,1,4,3,2,1
864,edible,5,3,9,bruises is there,0,0,2,2,2,7,7,0,2,1,4,3,3,3
865,edible,5,3,9,bruises is there,3,0,2,2,2,7,7,0,2,1,4,2,3,1
866,edible,2,0,4,no bruises,5,0,3,2,2,7,7,0,2,1,4,3,4,5
867,edible,2,3,9,bruises is there,3,0,4,2,3,7,7,0,2,1,4,3,5,4
868,edible,5,0,3,no bruises,5,0,3,2,2,7,7,0,2,1,4,3,5,5
869,edible,5,2,9,bruises is there,3,0,2,2,2,7,7,0,2,1,4,3,2,1
870,edible,2,3,4,bruises is there,0,0,4,2,3,7,7,0,2,1,4,2,5,4
871,edible,5,2,9,bruises is there,3,0,2,2,2,7,7,0,2,1,4,3,2,1
872,edible,5,3,9,bruises is there,0,0,2,2,2,7,7,0,2,1,4,3,3,3
873,edible,5,0,4,bruises is there,5,1,1,2,2,3,7,0,2,1,4,2,4,0
874,edible,5,2,8,bruises is there,0,0,2,2,2,7,7,0,2,1,4,3,3,3
875,edible,5,3,9,bruises is there,3,0,4,2,3,7,7,0,2,1,4,3,3,4
876,edible,5,3,8,bruises is there,0,0,2,2,2,7,7,0,2,1,4,3,2,3
877,edible,5,2,8,bruises is there,3,0,2,2,2,7,7,0,2,1,4,2,2,1
878,edible,2,3,9,bruises is there,3,0,4,2,3,7,7,0,2,1,4,3,5,1
879,edible,0,2,9,bruises is there,3,0,2,2,2,7,7,0,2,1,4,3,2,1
880,edible,2,0,8,bruises is there,0,1,1,2,2,7,7,0,2,1,4,3,4,0
881,edible,2,2,3,no bruises,5,1,3,2,0,7,7,0,2,1,0,3,3,1
882,edible,5,3,8,bruises is there,0,0,2,2,2,7,7,0,2,1,4,2,2,1
883,edible,5,3,8,bruises is there,3,0,2,2,2,7,7,0,2,1,4,2,2,1
884,edible,2,3,9,bruises is there,3,0,4,2,3,7,7,0,2,1,4,2,3,1
885,edible,5,2,8,bruises is there,0,1,1,2,2,7,7,0,2,1,4,6,4,0
886,edible,5,2,9,bruises is there,0,0,2,2,2,7,7,0,2,1,4,3,3,1
887,edible,2,3,9,bruises is there,0,0,4,2,3,7,7,0,2,1,4,3,5,1
888,edible,5,3,9,bruises is there,0,0,4,2,3,7,7,0,2,1,4,2,5,4
889,edible,5,2,9,bruises is there,3,0,2,2,2,7,7,0,2,1,4,3,2,1
890,edible,5,0,4,bruises is there,5,1,1,2,2,3,6,0,2,1,4,3,5,0
891,edible,2,3,9,bruises is there,3,0,4,2,3,7,7,0,2,1,4,2,5,1
892,edible,5,2,8,bruises is there,0,0,2,2,2,7,7,0,2,1,4,2,2,1
893,edible,0,2,9,bruises is there,0,0,2,2,2,7,7,0,2,1,4,3,3,3
894,edible,5,2,9,bruises is there,3,0,2,2,2,7,7,0,2,1,4,3,3,3
895,edible,5,3,4,bruises is there,3,0,4,2,3,7,7,0,2,1,4,3,3,1
896,edible,0,3,9,bruises is there,0,0,2,2,2,7,7,0,2,1,4,2,2,1
897,edible,5,2,8,bruises is there,3,0,2,2,2,7,7,0,2,1,4,2,2,3
898,edible,5,3,8,bruises is there,3,0,2,2,2,7,7,0,2,1,4,2,3,3
899,edible,5,2,9,bruises is there,3,0,2,2,2,7,7,0,2,1,4,2,3,1
900,edible,2,3,9,bruises is there,3,0,4,2,3,7,7,0,2,1,4,2,5,4
901,edible,5,0,8,no bruises,5,1,3,0,0,7,7,0,2,1,0,3,0,1
902,edible,5,2,4,no bruises,5,1,3,0,0,7,7,0,2,1,0,2,3,1
903,edible,5,2,8,no bruises,5,1,3,0,2,7,7,0,2,1,0,3,3,1
904,edible,5,2,9,bruises is there,3,0,2,2,2,7,7,0,2,1,4,3,2,3
905,edible,2,0,8,no bruises,5,1,3,0,2,7,7,0,2,1,0,2,3,1
906,poisonous,2,2,4,bruises is there,6,0,3,2,2,7,7,0,2,1,4,2,3,1
907,edible,5,0,3,no bruises,5,1,3,0,0,7,7,0,2,1,0,3,3,1
908,poisonous,2,3,4,bruises is there,6,0,3,2,2,7,7,0,2,1,4,3,4,5
909,poisonous,5,2,4,bruises is there,6,0,3,2,2,7,7,0,2,1,4,3,4,1
910,edible,0,2,8,bruises is there,3,0,2,2,2,7,7,0,2,1,4,2,2,1
911,edible,5,0,3,no bruises,5,1,3,0,0,7,7,0,2,1,0,2,0,1
912,edible,5,2,8,bruises is there,3,0,2,2,2,7,7,0,2,1,4,2,2,1
913,edible,2,0,3,no bruises,5,1,3,2,2,7,7,0,2,1,0,2,0,1
914,edible,5,2,3,no bruises,5,1,3,2,2,7,7,0,2,1,0,2,3,1
915,edible,5,2,8,bruises is there,0,0,2,2,2,7,7,0,2,1,4,3,2,1
916,edible,5,2,8,bruises is there,3,0,2,2,2,7,7,0,2,1,4,3,3,3
917,edible,5,3,3,bruises is there,5,1,1,2,2,3,7,0,2,1,4,3,5,0
918,edible,2,0,4,no bruises,5,1,3,0,0,7,7,0,2,1,0,3,0,1
919,edible,5,2,8,no bruises,5,1,3,2,0,7,7,0,2,1,0,2,3,1
920,edible,2,0,4,no bruises,5,1,3,0,2,7,7,0,2,1,0,2,0,1
921,edible,5,2,4,no bruises,5,1,3,0,0,7,7,0,2,1,0,3,0,1
922,edible,5,3,9,bruises is there,3,0,2,2,2,7,7,0,2,1,4,2,2,1
923,edible,5,2,9,bruises is there,3,1,1,2,2,7,7,0,2,1,4,6,4,0
924,edible,2,0,8,no bruises,5,1,3,0,2,7,7,0,2,1,0,3,3,1
925,edible,5,2,4,no bruises,5,1,3,0,2,7,7,0,2,1,0,3,0,1
926,edible,5,2,3,no bruises,5,1,3,0,2,7,7,0,2,1,0,2,0,1
927,poisonous,5,3,4,bruises is there,6,0,3,2,2,7,7,0,2,1,4,2,3,5
928,edible,5,0,3,no bruises,5,0,3,2,2,7,7,0,2,1,4,3,5,5
929,edible,0,2,8,bruises is there,0,0,2,2,2,7,7,0,2,1,4,3,2,3
930,edible,5,2,3,no bruises,5,1,3,2,2,7,7,0,2,1,0,2,0,1
931,edible,2,0,3,no bruises,5,1,3,2,0,7,7,0,2,1,0,3,3,1
932,poisonous,2,2,4,bruises is there,6,0,3,2,2,7,7,0,2,1,4,3,4,1
933,edible,5,2,9,bruises is there,3,0,2,2,2,7,7,0,2,1,4,3,3,1
934,edible,5,0,4,no bruises,5,0,3,2,2,7,7,0,2,1,4,2,5,5
935,edible,2,2,8,no bruises,5,1,3,2,0,7,7,0,2,1,0,2,3,1
936,edible,5,3,9,bruises is there,0,0,2,2,2,7,7,0,2,1,4,2,2,3
937,edible,5,0,4,no bruises,5,1,3,2,2,7,7,0,2,1,0,2,3,1
938,edible,2,2,3,no bruises,5,1,3,0,2,7,7,0,2,1,0,2,0,1
939,edible,5,3,2,bruises is there,5,1,1,2,2,3,6,0,2,1,4,3,5,0
940,edible,0,3,9,bruises is there,0,0,2,2,2,7,7,0,2,1,4,3,2,1
941,edible,5,0,8,no bruises,5,1,3,0,0,7,7,0,2,1,0,2,3,1
942,poisonous,5,2,8,bruises is there,6,0,3,2,2,7,7,0,2,1,4,3,3,1
943,edible,5,0,3,no bruises,5,1,3,2,2,7,7,0,2,1,0,3,3,1
944,edible,2,0,3,bruises is there,5,1,1,2,2,7,3,0,2,1,4,3,4,0
945,edible,2,0,4,no bruises,5,1,3,0,0,7,7,0,2,1,0,3,0,1
946,edible,2,0,8,no bruises,5,1,3,0,0,7,7,0,2,1,0,2,3,1
947,edible,0,3,8,bruises is there,3,0,2,2,2,7,7,0,2,1,4,2,3,1
948,edible,2,0,4,no bruises,5,1,3,0,2,7,7,0,2,1,0,2,0,1
949,poisonous,2,3,4,bruises is there,6,0,3,2,2,7,7,0,2,1,4,3,4,5
950,poisonous,5,3,8,bruises is there,6,0,3,2,2,7,7,0,2,1,4,3,3,5
951,edible,0,2,9,bruises is there,3,0,2,2,2,7,7,0,2,1,4,2,3,1
952,edible,2,2,3,no bruises,5,1,3,2,0,7,7,0,2,1,0,3,0,1
953,edible,5,0,3,no bruises,5,1,3,2,0,7,7,0,2,1,0,3,0,1
954,edible,2,0,4,no bruises,5,1,3,0,2,7,7,0,2,1,0,3,3,1
955,edible,0,2,8,bruises is there,3,0,2,2,2,7,7,0,2,1,4,2,3,3
956,poisonous,5,2,8,bruises is there,6,0,3,2,2,7,7,0,2,1,4,2,4,5
957,edible,5,3,4,bruises is there,5,1,1,2,2,6,6,0,2,1,4,2,4,0
958,edible,2,0,8,bruises is there,3,1,1,2,2,7,7,0,2,1,4,6,4,0
959,edible,5,3,9,bruises is there,3,0,2,2,2,7,7,0,2,1,4,3,2,3
960,edible,5,0,4,no bruises,5,1,3,0,0,7,7,0,2,1,0,2,0,1
961,edible,2,0,8,no bruises,5,1,3,0,2,7,7,0,2,1,0,2,0,1
962,edible,5,0,4,bruises is there,5,1,1,2,2,3,6,0,2,1,4,2,4,0
963,edible,5,0,4,bruises is there,5,1,1,2,2,6,3,0,2,1,4,3,5,0
964,edible,2,2,3,no bruises,5,1,3,0,0,7,7,0,2,1,0,2,3,1
965,edible,2,2,3,no bruises,5,1,3,2,2,7,7,0,2,1,0,2,3,1
966,poisonous,2,2,4,bruises is there,6,0,3,2,2,7,7,0,2,1,4,2,3,1
967,edible,5,0,4,bruises is there,5,1,1,2,2,7,6,0,2,1,4,2,5,0
968,edible,5,2,4,no bruises,5,1,3,0,0,7,7,0,2,1,0,2,3,1
969,edible,5,0,8,no bruises,5,1,3,2,0,7,7,0,2,1,0,2,3,1
970,edible,2,0,4,no bruises,5,1,3,0,2,7,7,0,2,1,0,3,3,1
971,edible,5,0,4,bruises is there,5,1,1,2,2,6,7,0,2,1,4,2,4,0
972,edible,2,0,4,bruises is there,5,1,1,2,2,6,7,0,2,1,4,2,4,0
973,edible,5,0,3,no bruises,5,1,3,2,0,7,7,0,2,1,0,2,3,1
974,edible,2,0,4,bruises is there,5,1,1,2,2,6,7,0,2,1,4,2,5,0
975,edible,5,2,3,no bruises,5,1,3,0,0,7,7,0,2,1,0,2,3,1
976,edible,0,3,8,bruises is there,3,0,2,2,2,7,7,0,2,1,4,2,2,1
977,edible,5,0,4,bruises is there,5,1,1,2,2,6,6,0,2,1,4,2,5,0
978,edible,5,3,9,bruises is there,3,0,2,2,2,7,7,0,2,1,4,3,3,1
979,edible,2,0,3,no bruises,5,1,3,0,0,7,7,0,2,1,0,2,0,1
980,edible,2,0,4,bruises is there,5,1,1,2,2,6,6,0,2,1,4,3,5,0
981,edible,5,2,9,bruises is there,3,0,2,2,2,7,7,0,2,1,4,2,3,3
982,edible,2,0,3,no bruises,5,1,3,2,2,7,7,0,2,1,0,2,3,1
983,edible,5,0,4,no bruises,5,1,3,2,2,7,7,0,2,1,0,3,3,1
984,poisonous,5,2,8,bruises is there,6,0,3,2,2,7,7,0,2,1,4,2,3,5
985,edible,5,0,8,no bruises,5,1,3,0,0,7,7,0,2,1,0,3,3,1
986,edible,2,0,8,no bruises,5,1,3,0,2,7,7,0,2,1,0,2,0,1
987,edible,5,2,8,no bruises,5,1,3,2,0,7,7,0,2,1,0,3,0,1
988,edible,5,2,3,no bruises,5,1,3,2,0,7,7,0,2,1,0,2,0,1
989,edible,5,3,9,bruises is there,3,0,2,2,2,7,7,0,2,1,4,3,2,1
990,edible,5,2,9,bruises is there,3,0,2,2,2,7,7,0,2,1,4,2,2,3
991,edible,5,2,3,no bruises,5,1,3,2,0,7,7,0,2,1,0,2,0,1
992,edible,5,2,4,no bruises,5,1,3,0,2,7,7,0,2,1,0,3,3,1
993,edible,2,0,4,no bruises,5,0,3,2,2,7,7,0,2,1,4,2,4,5
994,edible,2,2,8,no bruises,5,1,3,2,0,7,7,0,2,1,0,2,3,1
995,edible,2,2,8,no bruises,5,1,3,0,0,7,7,0,2,1,0,2,0,1
996,edible,5,3,9,bruises is there,3,0,2,2,2,7,7,0,2,1,4,3,3,3
997,edible,2,2,8,bruises is there,0,1,1,2,2,7,7,0,2,1,4,6,4,0
998,edible,0,2,8,bruises is there,3,0,2,2,2,7,7,0,2,1,4,3,2,3
999,poisonous,2,3,8,bruises is there,6,0,3,2,2,7,7,0,2,1,4,2,4,5
1000,edible,5,0,3,bruises is there,5,1,1,2,2,6,6,0,2,1,4,2,5,0
1001,edible,2,3,4,bruises is there,3,0,4,2,3,7,7,0,2,1,4,3,5,1
1002,edible,2,2,4,no bruises,5,1,3,2,2,7,7,0,2,1,0,3,3,1
1003,poisonous,5,2,8,bruises is there,6,0,3,2,2,7,7,0,2,1,4,2,4,1
1004,edible,5,3,4,bruises is there,3,0,4,2,3,7,7,0,2,1,4,3,5,1
1005,edible,5,2,3,no bruises,5,1,3,2,0,7,7,0,2,1,0,3,0,1
1006,edible,5,2,8,no bruises,5,1,3,0,2,7,7,0,2,1,0,3,0,1
1007,edible,2,0,8,no bruises,5,1,3,0,2,7,7,0,2,1,0,3,3,1
1008,edible,5,0,4,no bruises,5,1,3,2,2,7,7,0,2,1,0,3,0,1
1009,edible,5,2,8,bruises is there,3,0,2,2,2,7,7,0,2,1,4,3,3,1
1010,edible,5,3,8,bruises is there,0,0,2,2,2,7,7,0,2,1,4,3,3,3
1011,edible,5,2,8,no bruises,5,1,3,2,2,7,7,0,2,1,0,2,3,1
1012,edible,2,3,9,bruises is there,0,0,4,2,3,7,7,0,2,1,4,3,3,4
1013,edible,2,2,4,no bruises,5,1,3,2,0,7,7,0,2,1,0,2,3,1
1014,edible,2,0,3,no bruises,5,1,3,0,0,7,7,0,2,1,0,2,3,1
1015,edible,2,0,9,bruises is there,0,1,1,2,2,7,7,0,2,1,4,6,4,0
1016,edible,2,3,4,bruises is there,3,0,4,2,3,7,7,0,2,1,4,3,3,1
1017,edible,5,0,4,bruises is there,5,1,1,2,2,6,7,0,2,1,4,3,5,0
1018,poisonous,2,2,4,bruises is there,6,0,3,2,2,7,7,0,2,1,4,3,3,1
1019,edible,5,0,4,bruises is there,5,1,1,2,2,7,6,0,2,1,4,2,4,0
1020,edible,2,0,4,no bruises,5,1,3,0,0,7,7,0,2,1,0,3,0,1
1021,edible,0,2,9,bruises is there,0,0,2,2,2,7,7,0,2,1,4,2,2,3
1022,edible,0,3,8,bruises is there,0,0,2,2,2,7,7,0,2,1,4,2,2,1
1023,edible,5,3,8,bruises is there,0,0,2,2,2,7,7,0,2,1,4,3,3,3
1024,poisonous,2,3,8,bruises is there,6,0,3,2,2,7,7,0,2,1,4,2,4,5
1025,poisonous,2,3,8,bruises is there,6,0,3,2,2,7,7,0,2,1,4,3,3,1
1026,edible,5,0,4,no bruises,5,0,3,2,2,7,7,0,2,1,4,3,4,5
1027,edible,2,2,9,bruises is there,3,1,1,2,2,7,7,0,2,1,4,6,4,0
1028,edible,5,3,9,bruises is there,3,0,2,2,2,7,7,0,2,1,4,2,2,3
1029,edible,5,2,8,no bruises,5,1,3,2,2,7,7,0,2,1,0,2,0,1
1030,edible,5,0,3,bruises is there,5,1,1,2,2,3,3,0,2,1,4,3,5,0
1031,poisonous,5,3,4,bruises is there,6,0,3,2,2,7,7,0,2,1,4,2,4,1
1032,edible,5,0,3,no bruises,5,1,3,2,0,7,7,0,2,1,0,3,3,1
1033,edible,2,0,4,no bruises,5,1,3,2,0,7,7,0,2,1,0,3,3,1
1034,edible,5,2,8,no bruises,5,1,3,2,2,7,7,0,2,1,0,3,3,1
1035,edible,2,0,8,no bruises,5,1,3,0,0,7,7,0,2,1,0,2,0,1
1036,edible,5,3,9,bruises is there,0,0,2,2,2,7,7,0,2,1,4,2,3,3
1037,edible,2,0,9,bruises is there,0,1,1,2,2,7,7,0,2,1,4,3,4,0
1038,edible,5,0,3,no bruises,5,0,3,2,2,7,7,0,2,1,4,2,5,5
1039,poisonous,5,2,4,bruises is there,6,0,3,2,2,7,7,0,2,1,4,2,3,5
1040,edible,5,3,9,bruises is there,0,0,4,2,3,7,7,0,2,1,4,3,5,4
1041,edible,2,3,4,bruises is there,0,0,4,2,3,7,7,0,2,1,4,2,3,4
1042,edible,5,0,8,no bruises,5,1,3,2,2,7,7,0,2,1,0,2,0,1
1043,edible,5,3,4,bruises is there,5,1,1,2,2,3,3,0,2,1,4,3,4,0
1044,edible,5,2,3,no bruises,5,1,3,0,0,7,7,0,2,1,0,3,0,1
1045,edible,5,2,8,bruises is there,0,0,2,2,2,7,7,0,2,1,4,3,3,1
1046,edible,5,0,3,no bruises,5,1,3,2,0,7,7,0,2,1,0,3,3,1
1047,poisonous,2,3,4,bruises is there,6,0,3,2,2,7,7,0,2,1,4,3,3,5
1048,edible,5,0,4,bruises is there,5,1,1,2,2,3,7,0,2,1,4,2,4,0
1049,edible,5,0,3,no bruises,5,1,3,0,0,7,7,0,2,1,0,2,0,1
1050,edible,5,0,2,bruises is there,5,1,1,2,2,7,7,0,2,1,4,2,4,0
1051,edible,5,0,4,bruises is there,5,1,1,2,2,3,3,0,2,1,4,2,5,0
1052,edible,5,0,3,no bruises,5,1,3,2,0,7,7,0,2,1,0,3,0,1
1053,edible,5,3,9,bruises is there,3,0,4,2,3,7,7,0,2,1,4,3,3,4
1054,edible,5,0,4,no bruises,5,1,3,0,2,7,7,0,2,1,0,2,3,1
1055,edible,0,2,9,bruises is there,3,0,2,2,2,7,7,0,2,1,4,2,3,1
1056,edible,5,0,8,bruises is there,3,1,1,2,2,7,7,0,2,1,4,3,4,0
1057,edible,2,2,3,no bruises,5,1,3,2,0,7,7,0,2,1,0,3,3,1
1058,edible,5,3,9,bruises is there,3,0,2,2,2,7,7,0,2,1,4,2,2,1
1059,edible,5,0,4,no bruises,5,1,3,2,2,7,7,0,2,1,0,3,3,1
1060,edible,2,2,8,no bruises,5,1,3,2,0,7,7,0,2,1,0,3,0,1
1061,edible,5,2,9,bruises is there,3,1,1,2,2,7,7,0,2,1,4,3,4,0
1062,edible,5,2,3,no bruises,5,1,3,0,2,7,7,0,2,1,0,3,3,1
1063,edible,5,0,3,no bruises,5,1,3,0,0,7,7,0,2,1,0,3,3,1
1064,poisonous,2,3,8,bruises is there,6,0,3,2,2,7,7,0,2,1,4,2,3,5
1065,edible,2,0,9,bruises is there,3,1,1,2,2,7,7,0,2,1,4,6,4,0
1066,edible,5,3,8,bruises is there,0,0,2,2,2,7,7,0,2,1,4,2,3,1
1067,edible,2,0,8,no bruises,5,1,3,0,2,7,7,0,2,1,0,3,0,1
1068,edible,5,0,4,bruises is there,5,1,1,2,2,3,3,0,2,1,4,2,4,0
1069,edible,5,3,4,bruises is there,3,0,4,2,3,7,7,0,2,1,4,3,3,1
1070,edible,5,2,8,no bruises,5,1,3,2,0,7,7,0,2,1,0,3,0,1
1071,poisonous,2,3,8,bruises is there,6,0,3,2,2,7,7,0,2,1,4,3,4,1
1072,edible,5,2,9,bruises is there,0,0,2,2,2,7,7,0,2,1,4,3,3,1
1073,edible,5,0,3,bruises is there,5,1,1,2,2,6,7,0,2,1,4,2,5,0
1074,edible,2,3,9,bruises is there,3,0,4,2,3,7,7,0,2,1,4,2,3,4
1075,edible,2,2,3,no bruises,5,1,3,0,2,7,7,0,2,1,0,2,0,1
1076,edible,2,0,4,no bruises,5,0,3,2,2,7,7,0,2,1,4,3,5,5
1077,poisonous,2,3,8,bruises is there,6,0,3,2,2,7,7,0,2,1,4,3,4,1
1078,edible,2,0,3,no bruises,5,1,3,0,2,7,7,0,2,1,0,3,3,1
1079,edible,5,3,4,bruises is there,3,0,4,2,3,7,7,0,2,1,4,2,3,4
1080,edible,2,0,8,no bruises,5,1,3,2,2,7,7,0,2,1,0,2,0,1
1081,poisonous,2,3,4,bruises is there,6,0,3,2,2,7,7,0,2,1,4,3,4,5
1082,edible,0,2,9,bruises is there,3,0,2,2,2,7,7,0,2,1,4,2,2,3
1083,edible,2,0,3,no bruises,5,1,3,0,0,7,7,0,2,1,0,2,3,1
1084,edible,0,2,8,bruises is there,3,0,2,2,2,7,7,0,2,1,4,2,2,1
1085,edible,2,0,3,no bruises,5,1,3,2,0,7,7,0,2,1,0,3,3,1
1086,edible,0,3,8,bruises is there,3,0,2,2,2,7,7,0,2,1,4,3,2,3
1087,edible,5,3,8,bruises is there,3,0,2,2,2,7,7,0,2,1,4,2,2,3
1088,poisonous,2,3,4,bruises is there,6,0,3,2,2,7,7,0,2,1,4,2,4,1
1089,edible,5,3,9,bruises is there,3,0,2,2,2,7,7,0,2,1,4,2,3,1
1090,edible,4,0,4,no bruises,5,0,3,2,2,7,7,0,2,1,4,2,5,5
